collision_id,unique_id,case_id_pkey,collision_date,collision_time,accident_year,month,day_of_week,time_cat,hour_of_day,time_of_day,season,location_id,weather_id,road_id,party_id,severity_id
200,86285,240458936.0,2024 July 23,10:00:00,2024,July,Tuesday,6:01 am to 10:00 am,10,Morning,Summer,194,2,30,55448,4
201,58490,220325286.0,2022 May 18,14:42:00,2022,May,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Spring,195,2,2,57524,4
202,58715,220614487.0,2022 September 09,14:10:00,2022,September,Friday,2:01 pm to 6:00 pm,14,Afternoon,Fall,196,2,38,57468,2
203,34482,180037335.0,2018 January 14,17:35:00,2018,January,Sunday,2:01 pm to 6:00 pm,17,Evening,Winter,197,2,12,57524,2
204,79973,180719602.0,2018 September 22,14:48:00,2018,September,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Fall,198,2,1,57524,1
205,45389,140839767.0,2014 October 05,12:45:00,2014,October,Sunday,10:01 am to 2:00 pm,12,Afternoon,Fall,29223,2,2,57636,2
206,59832,220821369.0,2022 November 29,18:40:00,2022,November,Tuesday,6:01 pm to 10:00 pm,18,Evening,Fall,199,2,12,57659,1
207,86150,240452734.0,2024 July 20,06:11:00,2024,July,Saturday,6:01 am to 10:00 am,6,Morning,Summer,200,2,1,57649,1
208,85905,240384438.0,2024 June 20,03:58:00,2024,June,Thursday,2:01 am to 6:00 am,3,Night,Summer,201,2,3,57467,4
209,10164,3468431.0,2007 November 29,09:14:00,2007,November,Thursday,6:01 am to 10:00 am,9,Morning,Fall,202,2,1,57658,1
210,4369,130314412.0,2013 April 17,18:05:00,2013,April,Wednesday,6:01 pm to 10:00 pm,18,Evening,Spring,203,2,1,57603,1
211,37267,130674567.0,2013 August 14,20:00:00,2013,August,Wednesday,6:01 pm to 10:00 pm,20,Evening,Summer,204,2,3,57603,1
212,86701,240531833.0,2024 August 24,15:30:00,2024,August,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Summer,205,2,2,57660,1
213,84838,240075875.0,2024 February 03,18:29:00,2024,February,Saturday,6:01 pm to 10:00 pm,18,Evening,Winter,206,4,13,57649,2
214,42544,4274719.0,2009 April 21,12:35:00,2009,April,Tuesday,10:01 am to 2:00 pm,12,Afternoon,Spring,207,2,2,57658,8
215,48538,190521704.0,2019 July 17,19:10:00,2019,July,Wednesday,6:01 pm to 10:00 pm,19,Evening,Summer,208,2,1,57406,1
216,48208,190549994.0,2019 July 29,01:25:00,2019,July,Monday,10:01 pm to 2:00 am,1,Night,Summer,209,2,39,57660,1
217,21091,1995877.0,2005 March 11,14:34:00,2005,March,Friday,2:01 pm to 6:00 pm,14,Afternoon,Spring,210,2,2,57649,1
218,18383,180816957.0,2018 October 27,22:05:00,2018,October,Saturday,10:01 pm to 2:00 am,22,Night,Fall,211,2,3,57621,1
219,34992,3436849.0,2007 October 04,17:30:00,2007,October,Thursday,2:01 pm to 6:00 pm,17,Evening,Fall,212,2,2,57659,1
220,24181,5484396.0,2012 January 22,16:01:00,2012,January,Sunday,2:01 pm to 6:00 pm,16,Afternoon,Winter,50,2,2,57625,1
221,53523,200539021.0,2020 September 07,14:26:00,2020,September,Monday,2:01 pm to 6:00 pm,14,Afternoon,Fall,213,2,2,57659,6
222,9569,140942683.0,2014 November 07,06:48:00,2014,November,Friday,6:01 am to 10:00 am,6,Morning,Fall,214,2,2,57659,4
223,53616,200562179.0,2020 September 18,08:03:00,2020,September,Friday,6:01 am to 10:00 am,8,Morning,Fall,215,2,2,57649,1
224,54138,200674138.0,2020 November 07,23:39:00,2020,November,Saturday,10:01 pm to 2:00 am,23,Night,Fall,216,2,3,57659,4
225,26732,5483539.0,2012 January 15,09:27:00,2012,January,Sunday,6:01 am to 10:00 am,9,Morning,Winter,119,1,1,57659,12
226,84621,230868903.0,2023 December 11,17:40:00,2023,December,Monday,2:01 pm to 6:00 pm,17,Evening,Winter,217,2,3,57659,8
227,84215,230224474.0,2023 March 31,21:07:00,2023,March,Friday,6:01 pm to 10:00 pm,21,Night,Spring,218,2,3,57659,8
228,49473,190785411.0,2019 October 18,12:06:00,2019,October,Friday,10:01 am to 2:00 pm,12,Afternoon,Fall,219,2,40,57557,1
229,27341,3359295.0,2007 September 08,11:09:00,2007,September,Saturday,10:01 am to 2:00 pm,11,Morning,Fall,220,2,20,57660,1
230,82766,230386319.0,2023 June 04,20:06:00,2023,June,Sunday,6:01 pm to 10:00 pm,20,Evening,Summer,221,2,3,57658,3
231,57635,220179867.0,2022 March 18,18:30:00,2022,March,Friday,6:01 pm to 10:00 pm,18,Evening,Spring,222,2,2,57274,8
232,54072,200657203.0,2020 October 31,14:21:00,2020,October,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Fall,223,2,30,57659,2
233,20716,130069203.0,2013 January 25,07:38:00,2013,January,Friday,6:01 am to 10:00 am,7,Morning,Winter,224,1,1,57659,1
234,37613,140291208.0,2014 April 08,08:41:00,2014,April,Tuesday,6:01 am to 10:00 am,8,Morning,Spring,225,8,1,57649,1
235,47553,190343724.0,2019 May 13,19:32:00,2019,May,Monday,6:01 pm to 10:00 pm,19,Evening,Spring,226,1,33,57659,8
236,87633,240296980.0,2024 May 11,15:13:00,2024,May,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Spring,227,2,2,57649,2
237,32889,1988039.0,2005 January 11,08:56:00,2005,January,Tuesday,6:01 am to 10:00 am,8,Morning,Winter,228,1,4,57658,2
238,59343,220783703.0,2022 November 14,14:01:00,2022,November,Monday,2:01 pm to 6:00 pm,14,Afternoon,Fall,229,2,2,57490,2
239,48511,190531894.0,2019 July 22,18:43:00,2019,July,Monday,6:01 pm to 10:00 pm,18,Evening,Summer,230,2,1,57622,1
240,14464,4900309.0,2010 October 02,20:10:00,2010,October,Saturday,6:01 pm to 10:00 pm,20,Evening,Fall,18656,2,29,57658,8
241,35516,5477555.0,2011 December 03,02:05:00,2011,December,Saturday,2:01 am to 6:00 am,2,Night,Winter,232,2,3,57649,4
242,59718,220838734.0,2022 December 07,09:32:00,2022,December,Wednesday,6:01 am to 10:00 am,9,Morning,Winter,233,2,1,57659,1
243,83349,230189599.0,2023 March 17,16:06:00,2023,March,Friday,2:01 pm to 6:00 pm,16,Afternoon,Spring,234,2,23,57649,1
244,35974,6221545.0,2012 October 13,01:28:00,2012,October,Saturday,10:01 pm to 2:00 am,1,Night,Fall,235,2,3,57607,1
245,584,130623837.0,2013 July 29,10:30:00,2013,July,Monday,10:01 am to 2:00 pm,10,Morning,Summer,236,2,2,57654,1
246,86870,240654526.0,2024 October 17,16:50:00,2024,October,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Fall,237,2,1,57659,1
247,84329,230874461.0,2023 December 13,22:00:00,2023,December,Wednesday,6:01 pm to 10:00 pm,22,Night,Winter,238,2,3,57659,1
248,14223,141088842.0,2014 December 27,14:18:00,2014,December,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Winter,239,2,1,57649,1
249,7200,3435705.0,2007 September 22,02:30:00,2007,September,Saturday,2:01 am to 6:00 am,2,Night,Fall,240,2,12,57659,1
250,5334,2238738.0,2005 September 06,17:30:00,2005,September,Tuesday,2:01 pm to 6:00 pm,17,Evening,Fall,241,1,2,51996,1
251,41270,3319386.0,2007 August 01,19:23:00,2007,August,Wednesday,6:01 pm to 10:00 pm,19,Evening,Summer,242,12,1,57659,1
252,27596,6221483.0,2012 December 25,23:58:00,2012,December,Tuesday,10:01 pm to 2:00 am,23,Night,Winter,243,4,13,57659,1
253,84843,240077752.0,2024 February 05,04:03:00,2024,February,Monday,2:01 am to 6:00 am,4,Night,Winter,244,13,41,57659,1
254,48583,190526685.0,2019 July 20,18:32:00,2019,July,Saturday,6:01 pm to 10:00 pm,18,Evening,Summer,245,2,1,57621,2
255,10910,6076537.0,2012 April 17,20:32:00,2012,April,Tuesday,6:01 pm to 10:00 pm,20,Evening,Spring,246,2,12,57581,2
256,59618,220876875.0,2022 December 23,02:20:00,2022,December,Friday,2:01 am to 6:00 am,2,Night,Winter,247,2,3,57619,1
257,8177,2415127.0,2005 November 12,11:42:00,2005,November,Saturday,10:01 am to 2:00 pm,11,Morning,Fall,248,2,2,57621,1
258,84923,240084274.0,2024 February 08,01:06:00,2024,February,Thursday,10:01 pm to 2:00 am,1,Night,Winter,249,2,12,57584,6
259,480,140955573.0,2014 November 11,10:01:00,2014,November,Tuesday,10:01 am to 2:00 pm,10,Morning,Fall,250,2,2,57553,1
260,18501,3497545.0,2007 November 27,12:27:00,2007,November,Tuesday,10:01 am to 2:00 pm,12,Afternoon,Fall,251,2,2,55742,1
261,11136,3496615.0,2007 November 19,11:50:00,2007,November,Monday,10:01 am to 2:00 pm,11,Morning,Fall,252,1,37,57463,2
262,83159,230453526.0,2023 July 01,06:43:00,2023,July,Saturday,6:01 am to 10:00 am,6,Morning,Summer,253,2,2,57622,4
263,48382,190701536.0,2019 September 19,14:30:00,2019,September,Thursday,2:01 pm to 6:00 pm,14,Afternoon,Fall,254,2,2,57454,1
264,56634,210834720.0,2021 December 17,18:00:00,2021,December,Friday,2:01 pm to 6:00 pm,18,Evening,Winter,255,2,33,57603,8
265,81845,230243929.0,2023 April 08,15:05:00,2023,April,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Spring,256,2,1,56916,2
266,55189,210293643.0,2021 May 13,11:30:00,2021,May,Thursday,10:01 am to 2:00 pm,11,Morning,Spring,257,2,2,57463,3
267,57656,220143806.0,2022 March 03,19:35:00,2022,March,Thursday,6:01 pm to 10:00 pm,19,Evening,Spring,258,4,13,55448,2
268,5181,3709595.0,2008 February 19,16:19:00,2008,February,Tuesday,2:01 pm to 6:00 pm,16,Afternoon,Winter,259,4,4,57658,1
269,59956,220734267.0,2022 October 25,11:18:00,2022,October,Tuesday,10:01 am to 2:00 pm,11,Morning,Fall,260,2,2,57584,2
270,38493,3724692.0,2008 March 14,09:33:00,2008,March,Friday,6:01 am to 10:00 am,9,Morning,Spring,261,2,2,57607,4
271,35157,2226580.0,2005 May 28,09:29:00,2005,May,Saturday,6:01 am to 10:00 am,9,Morning,Spring,262,1,1,57660,2
272,38802,170314030.0,2017 April 17,11:10:00,2017,April,Monday,10:01 am to 2:00 pm,11,Morning,Spring,263,1,2,57525,1
273,50296,190798022.0,2019 October 22,17:35:00,2019,October,Tuesday,2:01 pm to 6:00 pm,17,Evening,Fall,264,2,2,57448,1
274,59731,220765648.0,2022 November 07,07:49:00,2022,November,Monday,6:01 am to 10:00 am,7,Morning,Fall,265,2,4,57581,1
275,22995,140276448.0,2014 April 03,09:10:00,2014,April,Thursday,6:01 am to 10:00 am,9,Morning,Spring,266,2,2,57621,1
276,83696,230620935.0,2023 August 30,21:30:00,2023,August,Wednesday,6:01 pm to 10:00 pm,21,Night,Summer,267,11,42,57508,2
277,86845,240648507.0,2024 October 15,08:05:00,2024,October,Tuesday,6:01 am to 10:00 am,8,Morning,Fall,268,2,1,57581,1
278,14692,6072978.0,2012 June 01,23:59:00,2012,June,Friday,10:01 pm to 2:00 am,23,Night,Summer,269,1,3,57639,1
279,9727,2019994.0,2005 April 21,23:00:00,2005,April,Thursday,10:01 pm to 2:00 am,23,Night,Spring,270,2,3,57659,2
280,86856,240640860.0,2024 October 11,13:54:00,2024,October,Friday,10:01 am to 2:00 pm,13,Afternoon,Fall,271,2,1,57649,2
281,47833,190540356.0,2019 July 25,14:30:00,2019,July,Thursday,2:01 pm to 6:00 pm,14,Afternoon,Summer,272,2,1,57659,2
282,20038,6096642.0,2012 September 07,00:54:00,2012,September,Friday,10:01 pm to 2:00 am,0,Night,Fall,273,2,3,57658,1
283,82552,230180412.0,2023 March 14,13:15:00,2023,March,Tuesday,10:01 am to 2:00 pm,13,Afternoon,Spring,274,5,1,55180,2
284,10808,6221613.0,2012 October 02,18:49:00,2012,October,Tuesday,6:01 pm to 10:00 pm,18,Evening,Fall,275,2,2,57607,1
285,15236,140516783.0,2014 June 22,01:59:00,2014,June,Sunday,10:01 pm to 2:00 am,1,Night,Summer,276,2,3,57659,13
286,12010,3252044.0,2007 May 13,16:04:00,2007,May,Sunday,2:01 pm to 6:00 pm,16,Afternoon,Spring,277,2,1,57603,8
287,13897,2384176.0,2005 October 04,13:45:00,2005,October,Tuesday,10:01 am to 2:00 pm,13,Afternoon,Fall,278,2,43,57621,1
288,36691,160681190.0,2016 August 23,07:17:00,2016,August,Tuesday,6:01 am to 10:00 am,7,Morning,Summer,279,2,1,57658,14
289,86391,240483397.0,2024 August 02,20:35:00,2024,August,Friday,6:01 pm to 10:00 pm,20,Evening,Summer,280,2,3,57659,10
290,41666,9004200.0,2006 August 25,21:05:00,2006,August,Friday,6:01 pm to 10:00 pm,21,Night,Summer,281,2,3,57659,2
291,53065,200374792.0,2020 June 19,17:20:00,2020,June,Friday,2:01 pm to 6:00 pm,17,Evening,Summer,282,2,44,57658,1
292,9827,9014140.0,2006 August 22,10:18:00,2006,August,Tuesday,10:01 am to 2:00 pm,10,Morning,Summer,25,2,1,57616,2
293,37429,131063569.0,2013 December 18,17:52:00,2013,December,Wednesday,2:01 pm to 6:00 pm,17,Evening,Winter,283,2,3,57603,2
294,54749,210138124.0,2021 March 02,15:35:00,2021,March,Tuesday,2:01 pm to 6:00 pm,15,Afternoon,Spring,284,2,1,57621,2
295,47819,190569419.0,2019 August 04,20:00:00,2019,August,Sunday,6:01 pm to 10:00 pm,20,Evening,Summer,285,2,3,57659,1
296,36878,3709598.0,2008 February 25,16:19:00,2008,February,Monday,2:01 pm to 6:00 pm,16,Afternoon,Winter,286,2,2,57608,1
297,47890,190610084.0,2019 August 18,22:16:00,2019,August,Sunday,10:01 pm to 2:00 am,22,Night,Summer,23220,2,12,57557,13
298,61442,190872024.0,2019 November 18,09:59:00,2019,November,Monday,6:01 am to 10:00 am,9,Morning,Fall,288,2,45,55473,1
299,38544,130401677.0,2013 May 16,08:06:00,2013,May,Thursday,6:01 am to 10:00 am,8,Morning,Spring,159,4,16,57553,1
300,58409,220289933.0,2022 May 03,17:46:00,2022,May,Tuesday,2:01 pm to 6:00 pm,17,Evening,Spring,289,2,1,57659,1
301,59576,220832178.0,2022 December 04,12:39:00,2022,December,Sunday,10:01 am to 2:00 pm,12,Afternoon,Winter,290,2,2,57237,1
302,40556,6096595.0,2012 April 01,11:38:00,2012,April,Sunday,10:01 am to 2:00 pm,11,Morning,Spring,291,2,2,57658,4
303,82392,230349925.0,2023 May 21,02:17:00,2023,May,Sunday,2:01 am to 6:00 am,2,Night,Spring,292,2,3,57659,1
304,43243,5479583.0,2011 December 31,22:55:00,2011,December,Saturday,10:01 pm to 2:00 am,22,Night,Winter,293,2,3,57585,2
305,29587,3466228.0,2007 November 12,11:15:00,2007,November,Monday,10:01 am to 2:00 pm,11,Morning,Fall,294,2,1,57649,1
306,59771,220808179.0,2022 November 23,20:13:00,2022,November,Wednesday,6:01 pm to 10:00 pm,20,Evening,Fall,295,2,3,57649,1
307,6964,171031021.0,2017 December 21,16:31:00,2017,December,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Winter,296,2,33,57237,8
308,59822,220747276.0,2022 October 30,13:14:00,2022,October,Sunday,10:01 am to 2:00 pm,13,Afternoon,Fall,297,2,1,57603,3
309,50450,190968974.0,2019 December 26,12:23:00,2019,December,Thursday,10:01 am to 2:00 pm,12,Afternoon,Winter,298,2,2,57622,4
310,32876,3268951.0,2007 July 09,12:41:00,2007,July,Monday,10:01 am to 2:00 pm,12,Afternoon,Summer,299,2,1,57658,2
311,32975,2238798.0,2005 September 12,10:00:00,2005,September,Monday,6:01 am to 10:00 am,10,Morning,Fall,300,2,2,56894,2
312,9366,5545071.0,2012 January 28,21:18:00,2012,January,Saturday,6:01 pm to 10:00 pm,21,Night,Winter,301,2,3,57659,2
313,83574,230582131.0,2023 August 16,16:50:00,2023,August,Wednesday,2:01 pm to 6:00 pm,16,Afternoon,Summer,302,2,1,57659,1
314,24323,130536199.0,2013 June 30,03:00:00,2013,June,Sunday,2:01 am to 6:00 am,3,Night,Summer,303,2,3,57636,1
315,58955,220432728.0,2022 July 01,15:46:00,2022,July,Friday,2:01 pm to 6:00 pm,15,Afternoon,Summer,304,2,2,57556,1
316,6296,3538782.0,2007 December 10,16:45:00,2007,December,Monday,2:01 pm to 6:00 pm,16,Afternoon,Winter,305,2,3,56568,3
317,60111,220824476.0,2022 December 01,06:58:00,2022,December,Thursday,6:01 am to 10:00 am,6,Morning,Winter,306,7,46,57622,4
318,1887,9009630.0,2006 August 09,09:36:00,2006,August,Wednesday,6:01 am to 10:00 am,9,Morning,Summer,307,2,1,57660,1
319,15540,2394299.0,2005 November 14,09:02:00,2005,November,Monday,6:01 am to 10:00 am,9,Morning,Fall,308,2,1,57622,1
320,83298,230889799.0,2023 December 20,20:46:00,2023,December,Wednesday,6:01 pm to 10:00 pm,20,Evening,Winter,309,2,3,57659,1
321,12941,3398882.0,2007 October 26,16:00:00,2007,October,Friday,2:01 pm to 6:00 pm,16,Afternoon,Fall,310,2,2,57408,1
322,29735,170709958.0,2017 August 31,10:15:00,2017,August,Thursday,10:01 am to 2:00 pm,10,Morning,Summer,311,3,6,56772,1
323,53418,200501860.0,2020 August 20,16:05:00,2020,August,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Summer,312,2,1,57649,1
324,27899,150813165.0,2015 September 16,13:04:00,2015,September,Wednesday,10:01 am to 2:00 pm,13,Afternoon,Fall,313,14,1,57525,6
325,53204,200404521.0,2020 July 06,16:19:00,2020,July,Monday,2:01 pm to 6:00 pm,16,Afternoon,Summer,314,2,1,57621,1
326,38762,3319377.0,2007 August 11,20:58:00,2007,August,Saturday,6:01 pm to 10:00 pm,20,Evening,Summer,315,2,3,57659,2
327,29915,3342275.0,2007 August 27,14:54:00,2007,August,Monday,2:01 pm to 6:00 pm,14,Afternoon,Summer,316,3,47,57649,1
328,54142,200676009.0,2020 November 08,20:17:00,2020,November,Sunday,6:01 pm to 10:00 pm,20,Evening,Fall,317,2,48,56568,1
329,26111,3435753.0,2007 September 30,02:46:00,2007,September,Sunday,2:01 am to 6:00 am,2,Night,Fall,318,2,3,57525,1
330,59504,220771457.0,2022 November 09,14:21:00,2022,November,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Fall,319,2,20,57654,8
331,4065,4945845.0,2010 October 26,09:49:00,2010,October,Tuesday,6:01 am to 10:00 am,9,Morning,Fall,320,2,1,57658,1
332,22344,130381320.0,2013 May 09,15:12:00,2013,May,Thursday,2:01 pm to 6:00 pm,15,Afternoon,Spring,321,2,1,57570,2
333,78295,200042030.0,2020 January 17,14:00:00,2020,January,Friday,10:01 am to 2:00 pm,14,Afternoon,Winter,322,2,1,57658,14
334,83236,230473483.0,2023 July 08,15:18:00,2023,July,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Summer,323,2,2,57659,2
335,12483,5484066.0,2012 January 03,09:24:00,2012,January,Tuesday,6:01 am to 10:00 am,9,Morning,Winter,324,2,2,57658,1
336,59910,220734461.0,2022 October 25,11:38:00,2022,October,Tuesday,10:01 am to 2:00 pm,11,Morning,Fall,325,2,2,57659,3
337,47063,190348809.0,2019 May 03,08:30:00,2019,May,Friday,6:01 am to 10:00 am,8,Morning,Spring,326,3,49,57659,1
338,84136,230480369.0,2023 July 11,14:04:00,2023,July,Tuesday,2:01 pm to 6:00 pm,14,Afternoon,Summer,327,2,1,57496,2
339,3225,6079132.0,2012 August 12,15:48:00,2012,August,Sunday,2:01 pm to 6:00 pm,15,Afternoon,Summer,328,2,1,57622,4
340,47791,190520364.0,2019 July 18,10:54:00,2019,July,Thursday,10:01 am to 2:00 pm,10,Morning,Summer,329,2,2,57655,1
341,53533,200543715.0,2020 September 09,18:45:00,2020,September,Wednesday,6:01 pm to 10:00 pm,18,Evening,Fall,330,2,21,57649,4
342,45302,140840087.0,2014 October 05,14:15:00,2014,October,Sunday,2:01 pm to 6:00 pm,14,Afternoon,Fall,331,2,2,57622,1
343,36807,160723974.0,2016 September 01,16:02:00,2016,September,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Fall,332,3,6,57546,1
344,6746,130672414.0,2013 August 14,09:05:00,2013,August,Wednesday,6:01 am to 10:00 am,9,Morning,Summer,333,8,1,57390,2
345,26551,2110364.0,2005 July 01,07:13:00,2005,July,Friday,6:01 am to 10:00 am,7,Morning,Summer,26737,2,2,57658,1
346,12869,130139389.0,2013 February 17,13:13:00,2013,February,Sunday,10:01 am to 2:00 pm,13,Afternoon,Winter,335,2,2,57660,1
347,12939,150168982.0,2015 February 24,08:55:00,2015,February,Tuesday,6:01 am to 10:00 am,8,Morning,Winter,336,2,2,57636,1
348,59385,220821206.0,2022 November 29,17:33:00,2022,November,Tuesday,2:01 pm to 6:00 pm,17,Evening,Fall,337,2,3,57585,2
349,47862,190584097.0,2019 August 09,18:31:00,2019,August,Friday,6:01 pm to 10:00 pm,18,Evening,Summer,338,2,1,57660,2
350,81888,230274758.0,2023 April 20,15:10:00,2023,April,Thursday,2:01 pm to 6:00 pm,15,Afternoon,Spring,339,2,50,57659,1
351,1864,140582057.0,2014 July 13,16:55:00,2014,July,Sunday,2:01 pm to 6:00 pm,16,Afternoon,Summer,340,2,1,57659,4
352,25529,160336511.0,2016 April 24,14:19:00,2016,April,Sunday,2:01 pm to 6:00 pm,14,Afternoon,Spring,341,2,1,57557,8
353,54100,200663620.0,2020 November 03,13:00:00,2020,November,Tuesday,10:01 am to 2:00 pm,13,Afternoon,Fall,342,2,2,42772,2
354,40895,3441441.0,2007 November 06,17:33:00,2007,November,Tuesday,2:01 pm to 6:00 pm,17,Evening,Fall,343,2,3,57649,2
355,28743,3416563.0,2007 September 21,12:50:00,2007,September,Friday,10:01 am to 2:00 pm,12,Afternoon,Fall,344,2,1,57525,1
356,48264,190607570.0,2019 August 17,22:52:00,2019,August,Saturday,10:01 pm to 2:00 am,22,Night,Summer,345,2,3,53918,1
357,59575,220832156.0,2022 December 04,12:28:00,2022,December,Sunday,10:01 am to 2:00 pm,12,Afternoon,Winter,346,2,1,57557,8
358,44045,3703648.0,2008 February 15,19:36:00,2008,February,Friday,6:01 pm to 10:00 pm,19,Evening,Winter,347,2,3,57659,1
359,12460,6226899.0,2012 November 18,21:25:00,2012,November,Sunday,6:01 pm to 10:00 pm,21,Night,Fall,348,15,7,57569,2
360,6145,130429124.0,2013 May 24,22:12:00,2013,May,Friday,10:01 pm to 2:00 am,22,Night,Spring,349,2,12,57659,1
361,10122,130606695.0,2013 July 23,17:18:00,2013,July,Tuesday,2:01 pm to 6:00 pm,17,Evening,Summer,350,1,2,57616,1
362,11834,141097310.0,2014 December 30,13:38:00,2014,December,Tuesday,10:01 am to 2:00 pm,13,Afternoon,Winter,351,2,1,57658,1
363,49439,190968366.0,2019 December 26,07:16:00,2019,December,Thursday,6:01 am to 10:00 am,7,Morning,Winter,352,2,1,57659,1
364,42999,130452125.0,2013 June 01,17:15:00,2013,June,Saturday,2:01 pm to 6:00 pm,17,Evening,Summer,353,2,2,57463,2
365,59906,220739104.0,2022 October 27,05:20:00,2022,October,Thursday,2:01 am to 6:00 am,5,Morning,Fall,354,2,51,3631,1
366,59240,220649804.0,2022 September 22,21:30:00,2022,September,Thursday,6:01 pm to 10:00 pm,21,Night,Fall,355,2,3,57659,1
367,82747,230357906.0,2023 May 24,10:37:00,2023,May,Wednesday,10:01 am to 2:00 pm,10,Morning,Spring,356,2,2,57622,2
368,44958,3400114.0,2007 October 09,10:50:00,2007,October,Tuesday,10:01 am to 2:00 pm,10,Morning,Fall,357,2,2,57649,4
369,33092,3217734.0,2007 May 31,17:36:00,2007,May,Thursday,2:01 pm to 6:00 pm,17,Evening,Spring,358,2,1,57659,2
370,30597,150927528.0,2015 October 23,17:34:00,2015,October,Friday,2:01 pm to 6:00 pm,17,Evening,Fall,359,2,1,57659,15
371,37275,3497470.0,2007 November 29,09:22:00,2007,November,Thursday,6:01 am to 10:00 am,9,Morning,Fall,204,2,1,57581,2
372,37964,140865029.0,2014 October 13,11:09:00,2014,October,Monday,10:01 am to 2:00 pm,11,Morning,Fall,360,2,1,55448,2
373,84784,240037734.0,2024 January 17,19:00:00,2024,January,Wednesday,6:01 pm to 10:00 pm,19,Evening,Winter,361,2,3,57235,2
374,58181,220423012.0,2022 June 26,21:00:00,2022,June,Sunday,6:01 pm to 10:00 pm,21,Night,Summer,362,3,6,57636,1
375,9197,2150159.0,2005 July 23,13:10:00,2005,July,Saturday,10:01 am to 2:00 pm,13,Afternoon,Summer,363,2,2,57658,8
376,23555,150087128.0,2015 January 29,15:37:00,2015,January,Thursday,2:01 pm to 6:00 pm,15,Afternoon,Winter,364,2,2,54570,2
377,59723,220689703.0,2022 October 07,18:48:00,2022,October,Friday,6:01 pm to 10:00 pm,18,Evening,Fall,365,2,1,57659,1
378,40979,3716529.0,2008 February 29,18:07:00,2008,February,Friday,6:01 pm to 10:00 pm,18,Evening,Winter,366,2,33,57621,2
379,15259,3334010.0,2007 August 19,11:35:00,2007,August,Sunday,10:01 am to 2:00 pm,11,Morning,Summer,276,2,44,57659,16
